STT,GIÁ - TRIỆU ĐỒNG,HÃNG,DÒNG,NĂM_SX,DUNG TÍCH - CC,KIỂU XE,TÌNH TRẠNG
2955,49,Honda,Vario,2018,150,Tay ga,Cũ
2956,15.8,Yamaha,Exciter,2012,125,Tay côn/Moto,Cũ
2957,8,Yamaha,Taurus,2011,110,Xe số,Cũ
2958,13.8,Honda,Future,2004,110,Xe số,Cũ
2959,3.2,Honda,Chaly,1980,50,Xe số,Cũ
2960,12.999,SYM,Shark,2019,125,Tay ga,Cũ
2961,18.3,Yamaha,Acruzo,2017,125,Tay ga,Cũ
2962,39,Honda,Spacy,2006,125,Tay ga,Cũ
2963,15.8,Piaggio,Vespa,2012,125,Tay ga,Cũ
2964,33,Honda,SH,2006,125,Tay ga,Cũ
2965,299,Ducati,Monster 821,2018,850,Tay côn/Moto,Cũ
2966,7.9,SYM,Attila,2009,110,Tay ga,Cũ
2967,210,Ducati,Monster 821,2016,850,Tay côn/Moto,Cũ
2968,78,Honda,SH,2014,150,Tay ga,Mới
2969,15.8,Honda,Air Blade,2007,108,Tay ga,Cũ
2970,12,Honda,Wave,2002,110,Xe số,Cũ
2971,43.3,Piaggio,Primavera,2016,125,Tay ga,Cũ
2972,22,Honda,Winner,2017,150,Tay côn/Moto,Cũ
2973,15,Honda,Wave,2020,110,Xe số,Cũ
2974,15.5,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
2975,13.2,Honda,Air Blade,2008,110,Tay ga,Cũ
2976,28.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
2977,13.8,Yamaha,Sirius,2018,110,Xe số,Cũ
2978,9.7,Kymco,Candy S,2014,50,Tay ga,Cũ
2979,54.5,Honda,Vario,2020,150,Tay ga,Cũ
2980,48,Honda,Vario,2018,150,Tay ga,Cũ
2981,33.3,Yamaha,Nvx,2017,150,Tay ga,Cũ
2982,3.7,Yamaha,Sirius,2010,50,Xe số,Cũ
2983,21.8,Honda,Air Blade,2011,110,Tay ga,Cũ
2984,7.8,Yamaha,Jupiter,2008,110,Xe số,Cũ
2985,31,Honda,Air Blade,2017,125,Tay ga,Cũ
2986,51.9,Suzuki,Satria,2020,120,Tay côn/Moto,Mới
2987,10.5,Yamaha,Sirius,2019,110,Xe số,Cũ
2988,66,Honda,SH,2013,150,Tay ga,Mới
2989,32.5,Honda,Lead,2018,110,Tay ga,Cũ
2990,31.5,Honda,SH Mode,2016,125,Tay ga,Cũ
2991,41.9,Honda,Vario,2018,125,Tay ga,Cũ
2992,47,Honda,Vario,2018,150,Tay ga,Cũ
2993,25.8,Honda,Lead,2014,110,Tay ga,Cũ
2994,8.7,Yamaha,Nouvo,2011,125,Tay ga,Cũ
2995,170,Kawasaki,Z650,2020,650,Tay côn/Moto,Cũ
2996,11.5,Yamaha,Sirius,2014,110,Xe số,Cũ
2997,38.5,Honda,Air Blade,2020,125,Tay ga,Cũ
2998,43.8,Honda,SH,2014,125,Tay ga,Cũ
2999,57,Honda,Click,2017,125,Tay ga,Cũ
3000,25.5,Yamaha,Grande,2014,125,Tay ga,Cũ
3001,14.3,Piaggio,Vespa,2011,125,Tay ga,Cũ
3002,244,Kawasaki,Z1000,2015,1000,Tay côn/Moto,Cũ
3003,34,Honda,Winner,2017,150,Tay côn/Moto,Mới
3004,6.2,Yamaha,Sirius,2009,110,Xe số,Cũ
3005,29.5,Honda,Winner,2018,150,Tay côn/Moto,Cũ
3006,28,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Mới
3007,24.5,Honda,Winner,2017,150,Tay côn/Moto,Cũ
3008,13.2,Piaggio,Vespa,2009,125,Tay ga,Cũ
3009,49,Honda,Vario,2020,125,Tay ga,Cũ
3010,19,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Cũ
3011,22,Suzuki,Sport / Xipo,1999,120,Tay côn/Moto,Cũ
3012,9.8,Suzuki,Hayate,2013,125,Tay ga,Cũ
3013,31.8,Yamaha,Nvx,2019,125,Tay ga,Cũ
3014,39,Suzuki,GSX,2017,150,Tay côn/Moto,Cũ
3015,43,Honda,Air Blade,2018,125,Tay ga,Mới
3016,20,Yamaha,Janus,2017,125,Tay ga,Cũ
3017,40,Honda,SH,2010,125,Tay ga,Cũ
3018,53,Honda,SH Mode,2018,125,Tay ga,Cũ
3019,43,Honda,Air Blade,2019,125,Tay ga,Mới
3020,21.6,Honda,Dream,1998,100,Xe số,Cũ
3021,15.3,Honda,Wave,2016,110,Xe số,Cũ
3022,42,Honda,Air Blade,2019,125,Tay ga,Mới
3023,15,Yamaha,Sirius,2016,110,Xe số,Mới
3024,32,Yamaha,YBR125,2016,125,Tay côn/Moto,Cũ
3025,10.8,Yamaha,Sirius,2017,110,Xe số,Cũ
3026,135,Ngoại,SH ý,2010,150,Tay ga,Cũ
3027,6.8,Honda,Lead,2008,110,Tay ga,Cũ
3028,9.8,Honda,Wave,2010,110,Xe số,Cũ
3029,14.9,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
3030,28.5,Suzuki,Sport / Xipo,1997,120,Tay côn/Moto,Mới
3031,28,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Mới
3032,23,Honda,Winner,2017,150,Tay côn/Moto,Cũ
3033,48.8,Honda,Click,2017,125,Tay ga,Cũ
3034,30.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
3035,36,Yamaha,Exciter,2019,125,Tay côn/Moto,Cũ
3036,44.9,Honda,Vario,2019,125,Tay ga,Cũ
3037,16,Kymco,Candy S,2016,50,Tay ga,Cũ
3038,13.8,Honda,Wave,2008,110,Xe số,Cũ
3039,30.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
3040,17.8,Honda,Vision,2014,110,Tay ga,Cũ
3041,12,Honda,Air Blade,2011,110,Tay ga,Cũ
3042,450,Yamaha,YAZ,2017,125,Tay côn/Moto,Mới
3043,59.8,Honda,SH Mode,2020,125,Tay ga,Cũ
3044,5.6,SYM,Attila,2011,110,Tay ga,Cũ
3045,15.99,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
3046,39.8,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
3047,12.8,Honda,Future,2002,110,Xe số,Cũ
3048,32.5,Yamaha,Nvx,2017,125,Tay ga,Mới
3049,15.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
3050,33.5,Yamaha,Nvx,2018,150,Tay ga,Cũ
3051,30,Honda,Future,2010,125,Xe số,Cũ
3052,43.9,Honda,Sonic,2018,150,Tay côn/Moto,Cũ
3053,49.5,Honda,Vario,2020,150,Tay ga,Cũ
3054,89,Honda,SH,2015,150,Tay ga,Mới
3055,13.8,Honda,Lead,2010,110,Tay ga,Cũ
3056,12.8,Honda,Dream,1995,110,Xe số,Cũ
3057,35.999,Yamaha,Exciter,2015,150,Tay côn/Moto,Cũ
3058,59.5,Piaggio,Sprint,2018,125,Tay ga,Cũ
3059,37.5,Yamaha,Exciter,2019,150,Tay côn/Moto,Cũ
3060,30.3,Piaggio,Primavera,2014,125,Tay ga,Cũ
3061,26.9,Yamaha,Exciter,2017,125,Tay côn/Moto,Cũ
3062,3.5,Honda,Dream,2010,100,Xe số,Cũ
3063,40,Honda,SH,2010,125,Tay ga,Cũ
3064,28.8,Honda,Winner,2018,150,Tay côn/Moto,Cũ
3065,41,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
3066,45,Piaggio,Sprint,2015,125,Tay ga,Cũ
3067,10,Yamaha,Nozza,2012,125,Tay ga,Cũ
3068,33.5,Honda,Winner X,2019,150,Tay côn/Moto,Cũ
3069,28.8,Honda,Air Blade,2016,125,Tay ga,Cũ
3070,36.5,Yamaha,Exciter,2019,125,Tay côn/Moto,Cũ
3071,11,Honda,Wave,2011,110,Xe số,Cũ
3072,41.8,Suzuki,Satria,2020,120,Tay côn/Moto,Cũ
3073,15.5,Yamaha,Nouvo,2016,110,Tay ga,Mới
3074,21,Honda,Air Blade,2013,125,Tay ga,Cũ
3075,40,Honda,SH,2010,125,Tay ga,Cũ
3076,7.8,Yamaha,Jupiter,2006,110,Xe số,Cũ
3077,87,Honda,SH,2020,150,Tay ga,Cũ
3078,15,Suzuki,GN,1997,125,Tay côn/Moto,Cũ
3079,33.5,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
3080,5.3,Honda,Wave,2008,110,Xe số,Cũ
3081,54.5,Honda,SH Mode,2019,125,Tay ga,Cũ
3082,42.5,Honda,SH Mode,2014,125,Tay ga,Mới
3083,75,Piaggio,Medley,2020,125,Tay ga,Cũ
3084,7.7,Honda,Wave,2011,110,Xe số,Cũ
3085,38.8,Honda,Vario,2020,125,Tay ga,Cũ
3086,3,Suzuki,Sapphire,2006,100,Tay ga,Cũ
3087,32,Honda,SH,2012,125,Tay ga,Cũ
3088,18,Honda,Air Blade,2012,125,Tay ga,Cũ
3089,9.8,Honda,Wave,2010,110,Xe số,Cũ
3090,297,Ducati,Monster 821,2018,850,Tay côn/Moto,Cũ
3091,108,Honda,SH,2019,150,Tay ga,Mới
3092,9,Honda,@,2006,125,Tay ga,Cũ
3093,13.5,Honda,Air Blade,2008,110,Tay ga,Cũ
3094,175,Ngoại,SH ý,2011,150,Tay ga,Cũ
3095,11,Honda,Future,2001,110,Xe số,Cũ
3096,103,Ngoại,SH ý,2007,150,Tay ga,Cũ
3097,24.5,Yamaha,Exciter,2016,125,Tay côn/Moto,Cũ
3098,9,Suzuki,Viva,2013,110,Xe số,Cũ
3099,20,Honda,Air Blade,2012,125,Tay ga,Cũ
3100,11,Yamaha,Luvias,2010,125,Tay ga,Cũ
3101,5.6,Honda,Wave,2010,100,Xe số,Cũ
3102,17.9,Yamaha,Exciter,2012,125,Tay côn/Moto,Cũ
3103,11,Honda,Wave,2009,110,Xe số,Cũ
3104,165,Honda,CBR,2020,500,Tay côn/Moto,Cũ
3105,8.8,Yamaha,Nouvo,2010,110,Tay ga,Cũ
3106,50,Honda,Rebel,2010,150,Tay côn/Moto,Cũ
3107,11,Yamaha,Sirius,2010,110,Xe số,Mới
3108,35,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
3109,8.3,Yamaha,Sirius,2011,110,Xe số,Cũ
3110,7.5,Yamaha,Sirius,2012,110,Xe số,Cũ
3111,105,Honda,SH,2019,150,Tay ga,Mới
3112,9.2,Honda,Wave,2009,110,Xe số,Cũ
3113,55,Honda,Vario,2020,150,Tay ga,Cũ
3114,9.5,Yamaha,Nouvo,2010,110,Tay ga,Cũ
3115,31.5,Yamaha,Exciter,2018,125,Tay côn/Moto,Cũ
3116,15.9,Piaggio,Vespa,2009,125,Tay ga,Cũ
3117,9.5,Honda,Wave,2011,110,Xe số,Cũ
3118,36.9,Suzuki,Raider,2019,125,Tay côn/Moto,Cũ
3119,11,Honda,Wave,2010,110,Xe số,Cũ
3120,33,Suzuki,Raider,2016,125,Tay côn/Moto,Cũ
3121,53.8,Honda,Vario,2017,150,Tay ga,Cũ
3122,24.8,Honda,Dream,2010,100,Xe số,Cũ
3123,34.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
3124,28,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Mới
3125,86.5,Honda,SH,2017,150,Tay ga,Cũ
3126,30,Yamaha,Exciter,2018,125,Tay côn/Moto,Cũ
3127,28.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
3128,49,Honda,Sonic,2019,150,Tay côn/Moto,Cũ
3129,66.5,Honda,SH Mode,2019,125,Tay ga,Mới
3130,20.9,Honda,Air Blade,2010,110,Tay ga,Cũ
3131,12.3,Honda,Wave,2007,110,Xe số,Cũ
3132,28.8,Honda,Air Blade,2016,125,Tay ga,Cũ
3133,24.9,Honda,Air Blade,2014,125,Xe số,Cũ
3134,18,Honda,Air Blade,2012,125,Tay ga,Cũ
3135,21,SYM,Wolf,2011,125,Tay côn/Moto,Mới
3136,36.8,Honda,Vario,2019,125,Tay ga,Cũ
3137,16.5,Honda,Wave,2019,110,Xe số,Cũ
3138,8,Suzuki,Hayate,2010,125,Tay ga,Cũ
3139,40,Honda,SH,2010,125,Tay ga,Cũ
3140,78.91,Honda,SH,2017,150,Tay ga,Cũ
3141,24.5,Yamaha,Exciter,2017,125,Tay côn/Moto,Cũ
3142,27.3,Honda,Air Blade,2016,125,Tay ga,Cũ
3143,41.8,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
3144,36,Honda,PS,2006,125,Tay ga,Cũ
3145,11.8,Honda,Lead,2010,110,Tay ga,Cũ
3146,18,Honda,Air Blade,2012,125,Tay ga,Cũ
3147,10.5,Yamaha,Luvias,2012,125,Tay ga,Cũ
3148,13,Yamaha,Sirius,2019,110,Xe số,Cũ
3149,35,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
3150,3,Honda,Cub,1992,50,Xe số,Cũ
3151,27,Yamaha,Exciter,2015,125,Tay côn/Moto,Cũ
3152,27,Honda,Winner,2017,150,Tay côn/Moto,Cũ
3153,28,Honda,Air Blade,2017,125,Tay ga,Cũ
3154,16.8,Honda,Wave,2002,110,Xe số,Mới
3155,19.8,Benelli,TNT,2018,125,Tay côn/Moto,Cũ
3156,18,Honda,Air Blade,2012,125,Tay ga,Cũ
3157,13.4,Yamaha,Sirius,2018,110,Xe số,Cũ
3158,9.8,Honda,Cub,1999,50,Xe số,Cũ
3159,11.8,Yamaha,Luvias,2014,125,Tay ga,Cũ
3160,24.8,Honda,Winner,2019,150,Tay côn/Moto,Cũ
3161,12,Piaggio,Vespa,2010,125,Tay ga,Cũ
3162,35,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
3163,15,Honda,Lead,2011,110,Tay ga,Cũ
3164,3.8,Yamaha,Nouvo,2005,110,Tay ga,Cũ
3165,29.8,Honda,Future,2020,125,Xe số,Cũ
3166,46.8,Honda,Vario,2019,125,Tay ga,Cũ
3167,18.3,Yamaha,Acruzo,2017,125,Tay ga,Cũ
3168,7.5,Honda,Chaly,1980,50,Xe số,Cũ
3169,17.9,Honda,Wave,2020,110,Xe số,Cũ
3170,7.7,Yamaha,Mio,2008,110,Tay ga,Cũ
3171,14.3,Yamaha,Cuxi,2011,110,Tay ga,Cũ
3172,9,Honda,Wave,2011,110,Xe số,Cũ
3173,20.5,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Cũ
3174,33,Honda,Vision,2019,110,Tay ga,Mới
3175,3.8,Yamaha,Nouvo,2005,110,Tay ga,Cũ
3176,24.8,Honda,Winner,2017,150,Tay côn/Moto,Cũ
3177,45,Brixton,BX 150,2018,150,Tay côn/Moto,Cũ
3178,23,Honda,Lead,2015,110,Tay ga,Cũ
3179,3.4,SYM,Enjoy,2010,110,Tay ga,Cũ
3180,43,KTM,Duke 200,2014,200,Tay côn/Moto,Cũ
3181,12.3,Honda,Air Blade,2008,110,Tay ga,Cũ
3182,38,Piaggio,Liberty,2017,125,Tay ga,Mới
3183,6.5,Yamaha,Nouvo,2010,110,Tay ga,Cũ
3184,4.3,Honda,Cub,2011,50,Xe số,Cũ
3185,11.8,Honda,Click,2011,110,Tay ga,Cũ
3186,13,SYM,Shark,2010,125,Tay ga,Cũ
3187,16,Honda,Air Blade,2011,110,Tay ga,Cũ
3188,43.5,Honda,Vario,2018,125,Tay ga,Cũ
3189,11.8,Honda,Wave,2017,110,Xe số,Cũ
3190,160,Yamaha,YAZ,2017,125,Tay côn/Moto,Cũ
3191,183,Ngoại,SH ý,2011,150,Tay ga,Cũ
3192,10.7,Honda,Vision,2012,110,Tay ga,Cũ
3193,232,Honda,CBR,2019,650,Tay côn/Moto,Cũ
3194,13,Yamaha,Nozza,2015,125,Tay ga,Cũ
3195,11,Yamaha,Sirius,2011,110,Xe số,Cũ
3196,5.8,Yamaha,Mio,2007,110,Tay ga,Cũ
3197,43,Honda,SH Mode,2016,125,Tay ga,Cũ
3198,7,Honda,Wave,2000,100,Xe số,Cũ
3199,16.2,Honda,Future,2007,110,Xe số,Cũ
3200,33.8,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
3201,10.8,Honda,Wave,2004,110,Xe số,Cũ
3202,88.3,Honda,SH,2018,150,Tay ga,Cũ
3203,33.8,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
3204,42,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
3205,24.8,Yamaha,Jupiter,2019,110,Xe số,Cũ
3206,31.5,Piaggio,Vespa,2013,125,Tay ga,Cũ
3207,16,Honda,Air Blade,2008,110,Tay ga,Cũ
3208,11,Honda,Air Blade,2009,110,Tay ga,Cũ
3209,16.8,Yamaha,Luvias,2014,125,Tay ga,Cũ
3210,35,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
3211,25.8,Yamaha,Grande,2018,125,Tay ga,Cũ
3212,92.5,Honda,SH,2018,150,Tay ga,Mới
3213,8.5,Honda,Cub,1987,50,Xe số,Cũ
3214,42.5,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
3215,9.6,Honda,Wave,2011,110,Xe số,Cũ
3216,14.9,Honda,Wave,2016,110,Xe số,Cũ
3217,16.5,Honda,Air Blade,2012,125,Tay ga,Cũ
3218,80.5,Honda,SH,2017,150,Tay ga,Cũ
3219,16,Honda,Vision,2012,110,Tay ga,Mới
3220,16.8,Yamaha,Acruzo,2016,125,Tay ga,Cũ
3221,39.5,Honda,Air Blade,2017,125,Tay ga,Mới
3222,45,Suzuki,Raider,2019,125,Tay côn/Moto,Cũ
3223,75.5,Honda,SH,2017,150,Tay ga,Cũ
3224,5.8,SYM,Elizabeth,2008,110,Tay ga,Cũ
3225,6.8,SYM,Attila,2008,110,Tay ga,Cũ
3226,152,Ngoại,SH ý,2011,150,Tay ga,Cũ
3227,17.8,Honda,Wave,2020,110,Xe số,Cũ
3228,7.5,SYM,Attila,2012,110,Tay ga,Cũ
3229,7,Honda,Wave,2000,100,Xe số,Cũ
3230,7,Honda,Wave,2007,110,Xe số,Cũ
3231,16.5,Honda,Future,2001,110,Xe số,Cũ
3232,145,Ngoại,SH ý,2011,150,Tay ga,Cũ
3233,12.5,Yamaha,Nouvo,2012,125,Tay ga,Cũ
3234,31,Honda,SH,2006,125,Tay ga,Cũ
3235,9,Yamaha,Taurus,2011,110,Xe số,Cũ
3236,8,Honda,SCR,2009,110,Tay ga,Cũ
3237,33,Suzuki,GN,2000,125,Tay côn/Moto,Mới
3238,6.9,Honda,Chaly,1980,50,Xe số,Cũ
3239,10.5,Yamaha,Sirius,2016,110,Xe số,Cũ
3240,11.5,Honda,Dream,2005,110,Xe số,Cũ
3241,17,Honda,Air Blade,2009,110,Tay ga,Cũ
3242,150,Honda,CBR,2019,500,Tay côn/Moto,Cũ
3243,8,Honda,Wave,2005,110,Xe số,Cũ
3244,40.3,Honda,Air Blade,2020,125,Tay ga,Cũ
3245,49,Honda,Vario,2019,125,Tay ga,Cũ
3246,19.5,Honda,Future,2015,125,Xe số,Cũ
3247,32,Honda,SH,2012,125,Tay ga,Cũ
3248,25.3,Piaggio,Liberty,2015,125,Tay ga,Cũ
3249,3.5,Suzuki,Sapphire,2006,100,Tay ga,Cũ
3250,45,Honda,SH,2003,150,Tay ga,Cũ
3251,38,Honda,Vario,2019,125,Tay ga,Cũ
3252,38.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
3253,32,Honda,SH,2012,125,Tay ga,Cũ
3254,19.9,Honda,Air Blade,2014,125,Tay ga,Cũ
3255,26.8,Honda,Vision,2017,110,Tay ga,Mới
3256,8,Yamaha,Sirius,2012,50,Xe số,Cũ
3257,7,Suzuki,Hayate,2009,125,Tay ga,Cũ
3258,18.8,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
3259,18.8,Yamaha,Exciter,2012,125,Tay côn/Moto,Cũ
3260,35,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
3261,8,Suzuki,Hayate,2009,125,Tay ga,Cũ
3262,15,Suzuki,Axelo,2016,125,Xe số,Cũ
3263,29.8,Honda,Winner,2019,150,Tay côn/Moto,Cũ
3264,14,SYM,Elizabeth,2014,125,Tay ga,Cũ
3265,15.8,Honda,Air Blade,2009,110,Tay ga,Cũ
3266,8.4,Yamaha,Sirius,2010,110,Xe số,Cũ
3267,25.5,Honda,Air Blade,2013,125,Tay ga,Cũ
3268,26,Honda,Air Blade,2016,125,Tay ga,Cũ
3269,10.8,Yamaha,Luvias,2012,125,Tay ga,Cũ
3270,66,Honda,CB,2019,150,Tay côn/Moto,Cũ
3271,24,Honda,Lead,2015,110,Tay ga,Cũ
3272,22.5,Honda,Dream,1993,100,Xe số,Cũ
3273,156,Ngoại,SH ý,2011,150,Tay ga,Cũ
3274,43,Piaggio,Sprint,2015,125,Tay ga,Cũ
3275,35.8,Yamaha,Exciter,2019,125,Tay côn/Moto,Cũ
3276,16.5,Honda,Vision,2012,110,Tay ga,Mới
3277,6.6,Yamaha,Nouvo,2010,110,Tay ga,Cũ
3278,46.5,Honda,Vario,2018,125,Tay ga,Cũ
3279,35,Honda,Vision,2020,110,Tay ga,Mới
3280,45.8,Honda,Sonic,2020,150,Tay côn/Moto,Cũ
3281,40,Honda,SH,2010,125,Tay ga,Cũ
3282,45.9,Honda,Sonic,2020,150,Tay côn/Moto,Cũ
3283,42.9,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
3284,15.5,Piaggio,LX,2010,125,Tay ga,Cũ
3285,9.5,Honda,Wave,2012,110,Xe số,Cũ
3286,3.5,Honda,Dream,2010,100,Xe số,Cũ
3287,10.8,Honda,Dream,1994,100,Xe số,Cũ
3288,39,Honda,Future,2009,125,Xe số,Cũ
3289,18.8,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
3290,54.3,Honda,SH Mode,2020,125,Tay ga,Cũ
3291,7.5,Honda,Dream,2006,110,Xe số,Cũ
3292,8.9,Yamaha,Sirius,2009,110,Xe số,Cũ
3293,30.5,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
3294,23.8,Honda,Lead,2014,110,Tay ga,Cũ
3295,59.9,Piaggio,Sprint,2019,125,Tay ga,Cũ
3296,10.2,Yamaha,Sirius,2017,110,Xe số,Cũ
3297,12,Honda,Lead,2010,110,Tay ga,Cũ
3298,17.9,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
3299,27.5,Yamaha,Exciter,2016,125,Tay côn/Moto,Cũ
3300,62,Honda,Click,2018,125,Tay ga,Cũ
3301,30,Honda,Air Blade,2016,125,Tay ga,Cũ
3302,10,Honda,Wave,2009,110,Xe số,Cũ
3303,13.5,Piaggio,Zip,2016,100,Tay ga,Cũ
3304,42,Yamaha,Exciter,2020,150,Tay côn/Moto,Cũ
3305,9.8,Honda,Wave,2011,110,Xe số,Cũ
3306,80,Honda,SH,2018,150,Tay ga,Cũ
3307,13.3,Honda,Air Blade,2008,110,Tay ga,Cũ
3308,18,Honda,Future,2001,125,Xe số,Cũ
3309,13,Yamaha,Sirius,2016,110,Xe số,Cũ
3310,30,Honda,SH,2006,125,Tay ga,Cũ
3311,265,Honda,Forza 300,2019,300,Tay ga,Cũ
3312,37,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
3313,22,Piaggio,Zip,2018,100,Tay ga,Cũ
3314,32,Honda,SH,2012,125,Tay ga,Cũ
3315,11.3,Honda,Lead,2009,110,Tay ga,Cũ
3316,265,Kawasaki,Z1000,2016,1000,Tay côn/Moto,Cũ
3317,11.7,Honda,Future,2001,110,Xe số,Cũ
3318,32,Honda,Lead,2019,110,Tay ga,Cũ
3319,83.8,Honda,SH,2017,150,Tay ga,Cũ
3320,23,Honda,Air Blade,2013,125,Tay ga,Cũ
3321,5.5,Suzuki,Hayate,2012,125,Tay ga,Cũ
3322,56.5,Piaggio,Sprint,2018,125,Tay ga,Cũ
3323,28.8,Honda,Air Blade,2016,125,Tay ga,Cũ
3324,13,Honda,Wave,2014,110,Xe số,Cũ
3325,6.9,Honda,Chaly,1980,50,Xe số,Cũ
3326,34.8,Honda,PS,2006,125,Tay ga,Cũ
3327,6.5,Honda,Cub,1990,50,Xe số,Cũ
3328,5.5,Suzuki,Hayate,2011,125,Tay ga,Cũ
3329,42,Suzuki,Raider,2020,125,Tay côn/Moto,Cũ
3330,8,Honda,Wave,2008,110,Xe số,Cũ
3331,8.3,Honda,Wave,2008,110,Xe số,Cũ
3332,32,Piaggio,Vespa,2014,125,Tay ga,Cũ
3333,12.5,Piaggio,Vespa,2011,125,Tay ga,Cũ
3334,38.2,Honda,Vario,2018,125,Tay ga,Cũ
3335,175,Ngoại,SH ý,2011,150,Tay ga,Cũ
3336,4.5,Honda,Chaly,1980,50,Xe số,Cũ
3337,13.8,Honda,Wave,2017,110,Xe số,Cũ
3338,16,Piaggio,Vespa,2012,125,Tay ga,Cũ
3339,37.3,Honda,Vario,2019,125,Tay ga,Cũ
3340,15,Honda,Dylan,2004,125,Tay ga,Cũ
3341,14.3,Yamaha,Luvias,2015,125,Tay ga,Cũ
3342,42.5,Honda,Vario,2019,125,Tay ga,Cũ
3343,27.5,Honda,Air Blade,2017,125,Tay ga,Cũ
3344,10.9,Piaggio,Liberty,2011,125,Tay ga,Cũ
3345,65,Honda,CB,2019,150,Tay côn/Moto,Cũ
3346,14.5,Honda,Air Blade,2009,110,Tay ga,Cũ
3347,16,Honda,Wave,2015,110,Xe số,Cũ
3348,13.5,Honda,Dream,2000,110,Xe số,Cũ
3349,7.5,Honda,Wave,2006,110,Xe số,Cũ
3350,29.8,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
3351,18.5,Piaggio,LX,2012,125,Tay ga,Cũ
3352,170,Ngoại,SH ý,2010,150,Tay ga,Cũ
3353,21,Honda,Air Blade,2010,110,Tay ga,Cũ
3354,9.2,Yamaha,Jupiter,2010,50,Xe số,Cũ
3355,28,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Mới
3356,42,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
3357,28,Honda,Winner,2017,150,Tay côn/Moto,Cũ
3358,53.9,Honda,Vario,2018,125,Tay ga,Cũ
3359,17,Yamaha,Sirius,2019,110,Xe số,Cũ
3360,19,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
3361,8,Yamaha,Taurus,2011,110,Xe số,Cũ
3362,21.5,Honda,Lead,2013,110,Tay ga,Cũ
3363,74.8,Honda,SH,2017,150,Tay ga,Cũ
3364,12.8,Honda,Wave,2019,110,Xe số,Cũ
3365,20.8,Piaggio,Vespa,2012,125,Tay ga,Cũ
3366,13.3,Honda,Air Blade,2010,110,Tay ga,Cũ
3367,33,Honda,SH,2007,125,Tay ga,Cũ
3368,12,Honda,Wave,2016,110,Xe số,Cũ
3369,42.5,Suzuki,Raider,2019,125,Tay côn/Moto,Cũ
3370,52.5,Honda,Click,2016,125,Tay ga,Mới
3371,55,Honda,Vario,2020,150,Tay ga,Cũ
3372,4.7,Honda,Dream,2007,100,Xe số,Cũ
3373,79,Honda,Vario,2018,150,Tay ga,Mới
3374,8.3,Yamaha,Sirius,2010,110,Xe số,Cũ
3375,18,Honda,Air Blade,2010,110,Tay ga,Cũ
3376,18.5,Honda,Future,2000,125,Xe số,Cũ
3377,66,Honda,SH Mode,2020,125,Tay ga,Cũ
3378,12.5,Honda,Wave,2011,110,Xe số,Cũ
3379,8.9,Honda,Wave,2013,110,Xe số,Cũ
3380,16.5,Honda,Dream,1994,110,Xe số,Cũ
3381,9,SYM,Elegant,2016,50,Xe số,Cũ
3382,42,Honda,Air Blade,2020,125,Tay ga,Mới
3383,11,Honda,@,2006,125,Tay ga,Cũ
3384,12,Suzuki,Hayate,2018,125,Tay ga,Cũ
3385,8.2,Honda,Dream,2002,100,Xe số,Cũ
3386,1.8,SYM,Attila,2003,110,Tay ga,Cũ
